file,energy,atom_count
80,-0.10181199999999531,10
81,-0.0489509999999882,15
82,-0.0510239999999839,13
83,-0.0527209999999911,17
84,-0.053512999999981,15
85,-0.04346099999997931,15
86,-0.0371789999999521,15
87,-0.03782599999996699,13
88,-0.0354679999999518,13
89,-0.0607619999999542,10
90,-0.0623339999999359,11
91,-0.08521499999994832,10
92,-0.0869950000000017,9
93,-0.0497909999999421,10
94,-0.049269999999978595,9
95,-0.0357869999999707,15
96,-0.03328799999997039,13
97,-0.0280049999999789,13
98,-0.035315999999966104,13
99,-0.024656999999990603,11
100,-0.03424899999996,15
101,-0.0311279999999669,13
102,-0.019060999999965102,14
103,-0.036493999999976205,13
104,-0.027399999999943202,11
105,0.008940000000023903,13
106,0.0241280000000472,11
107,0.0225860000000466,9
108,-0.0367079999999475,8
109,-0.0920639999999366,7
110,-0.0290529999999478,9
111,-0.0873239999999668,8
112,-0.0933679999999981,9
113,-0.09047199999997699,8
114,-0.11360599999994739,8
115,-0.0037729999999385,9
116,-0.0576279999999655,8
117,-0.039497999999952,9
118,-0.017956999999938703,11
119,-0.0290769999999724,13
120,-0.0503899999999646,12
121,-0.0185539999999662,13
122,-0.08053199999997669,12
123,-0.0631869999999423,11
124,0.0012380000000575,11
125,-0.0575969999999586,10
126,-0.012863999999950602,11
127,-0.0740469999999504,10
128,-0.065687999999966,13
129,-0.0911619999999686,12
130,-0.08415899999994282,11
131,-0.0495259999999575,11
132,-0.0589509999999791,11
133,-0.0527499999999747,17
134,-0.0469299999999748,15
135,-0.040006999999974306,15
136,-0.0454389999999875,15
137,-0.0370709999999689,13
138,-0.0402049999999576,13
139,-0.0001399999999591,11
140,0.0085700000000485,10
141,0.009352000000063698,9
142,-0.0613329999999621,10
143,-0.050112999999925,9
144,-0.0474679999999523,8
145,-0.0517049999999414,11
146,-0.0439309999999579,10
147,-0.04110799999995151,9
148,-0.052120999999942706,10
149,-0.0331499999999493,15
150,-0.030232999999952798,13
151,-0.020158999999978198,14
152,-0.0194579999999575,13
153,-0.0270239999999546,13
154,-0.0194579999999859,12
155,-0.0250919999999723,11
156,-0.0583979999999542,13
157,-0.0746459999999444,10
158,-0.049134999999949906,11
159,-0.060654999999968505,15
160,-0.0538219999999682,13
161,-0.0500249999999482,11
162,-0.012063999999952498,13
163,0.0003500000000542001,11
164,-0.008665999999948302,11
165,-0.0872849999999232,9
166,-0.0760969999999474,8
167,-0.1015779999999324,8
168,-0.0923019999999326,8
169,-0.0819609999999499,8
170,-0.0581579999999632,8
171,-0.052262999999925314,7
172,-0.07366899999993841,7
173,-0.08262899999994032,7
174,-0.04595399999993781,6
175,-0.034870999999952794,7
176,-0.0295119999998973,6
177,-0.004837999999949701,5
178,-0.007620999999914998,11
179,-0.04057499999998979,13
180,-0.043278999999984,15
181,-0.0232469999999693,13
182,-0.0106029999999464,12
183,-0.010436999999910698,11
184,0.0,5
185,-0.11012399999987112,10
186,-0.10079399999995069,9
187,-0.14825999999987974,10
188,-0.1401609999999777,9
189,-0.1306959999999435,8
190,-0.11279899999996698,13
191,-0.10418999999996002,12
192,-0.1179169999999203,11
193,-0.11981599999990061,11
194,-0.11008799999996201,12
195,-0.1032709999998928,11
196,-0.11619799999988341,10
197,-0.1238289999998869,10
198,-0.1098569999999199,11
199,-0.12069699999989321,10
200,-0.1318939999998747,10
201,-0.1107539999999573,13
202,-0.1258979999999496,12
203,-0.1000919999999609,12
204,-0.1163849999999229,11
205,-0.10699399999992919,12
206,-0.12609599999990448,11
207,-0.09665799999993388,11
208,-0.1165329999998903,10
209,-0.10607999999990622,11
210,-0.1281439999999065,10
211,-0.1166799999999739,9
212,-0.10292999999995799,13
213,-0.1157439999999496,12
214,-0.1314699999999504,12
215,-0.13185899999993464,11
216,-0.1285819999999375,10
217,-0.1347959999999375,10
218,-0.140092999999922,9
219,-0.034407999999927996,16
220,-0.096777999999972,15
221,-0.09460699999993943,14
222,-0.03120100000001,14
223,-0.09144499999996472,13
224,-0.0839959999998996,16
225,-0.0838959999999815,14
226,-0.0644639999999867,18
227,-0.06691299999999951,16
228,-0.0663579999999797,20
229,-0.0706579999999803,18
230,-0.0587219999999888,18
231,-0.0668739999999274,12
232,-0.0900989999998955,11
233,-0.0440679999999247,16
234,-0.04083299999996371,14
235,-0.05593099999993,12
236,-0.1142999999999005,11
237,-0.0775719999999182,11
238,-0.1375669999998763,10
239,-0.1267699999999649,12
240,-0.1200619999999048,11
241,-0.1039899999999534,12
242,-0.11785999999995052,12
243,-0.13915999999989023,11
244,-0.1241159999999013,11
245,-0.1391719999999168,11
246,-0.1292349999999373,11
247,-0.1331649999999058,11
248,-0.15540899999996322,10
249,-0.1439719999999624,10
250,-0.0339729999999178,16
251,-0.0961179999999615,15
252,-0.0331810000000132,14
253,-0.0935369999999693,13
254,-0.0731239999999502,14
255,-0.0808289999999374,16
256,-0.10855699999996202,15
257,-0.1039319999999861,14
258,-0.0796740000000113,14
259,-0.0618829999999661,15
260,-0.0878659999999627,14
261,-0.09367899999989501,16
262,-0.11750799999998661,15
263,-0.1153309999999692,15
264,-0.1294090000000096,14
265,-0.1167130000000042,14
266,-0.1336949999999888,13
267,-0.10900899999995771,13
268,-0.0737729999999601,14
269,-0.096241999999961,13
270,-0.1121739999999817,13
271,-0.03784399999995001,13
272,-0.060686999999973006,18
273,-0.0620139999999764,16
274,-0.06656399999997122,20
275,-0.06768799999997548,18
276,-0.0627099999999813,18
277,-0.0558179999999879,18
278,-0.056490999999994,16
279,-0.112925999999959,12
280,-0.119013999999936,12
281,-0.1420499999999265,11
282,-0.1425059999999689,10
283,-0.1723979999999301,10
284,-0.0927769999998986,16
285,-0.11816499999997633,15
286,-0.12014199999998701,13
287,-0.0959889999999745,14
288,-0.1208819999999377,13
289,-0.10451499999993533,15
290,-0.119542000000024,14
291,-0.0649329999999679,20
292,-0.0668699999999944,18
293,-0.0696479999999724,16
294,-0.0524249999999426,18
295,-0.05432099999990209,16
296,-0.0458029999999212,16
297,-0.0554499999999507,16
298,-0.0465639999999893,14
299,-0.0495849999999222,16
300,-0.047996000000011904,14
301,-0.05238299999993501,18
302,-0.0515809999999419,16
303,-0.0580399999999485,16
304,-0.03926699999999521,17
305,-0.08339799999998831,13
306,-0.0790349999999762,14
307,-0.1048979999999915,13
308,-0.1094919999999319,12
309,-0.0616489999999885,13
310,-0.0759789999999611,12
311,-0.05368099999995471,18
312,-0.0559699999999452,16
313,-0.0522639999999228,16
314,-0.0377199999999788,15
315,-0.050470999999959,14
316,-0.0133159999999179,16
317,-0.0022219999999606,14
318,0.010210000000029099,15
319,-0.014844999999979699,14
320,0.0063640000000191,13
321,-0.0090529999999375,8
322,-0.059771999999952585,7
323,-0.1046439999998938,6
324,-0.0496629999999527,8
325,-0.0982369999999264,7
326,-0.0825179999999363,8
327,0.007186000000075398,12
328,-0.052627999999941694,11
329,-0.10877299999992822,10
330,-0.04489299999994499,10
331,-0.0997039999999174,9
332,0.0146100000000615,10
333,-0.0428729999999859,9
334,-0.0960889999999494,8
335,-0.04433199999994031,12
336,-0.1029429999999251,11
337,-0.0410279999999261,10
338,-0.0974559999999655,9
339,-0.08965599999993401,12
340,-0.11792399999995952,12
341,-0.136658999999895,11
342,-0.0882719999999608,10
343,-0.10250999999993832,11
344,-0.1025849999999195,12
345,-0.053584999999941305,12
346,-0.1071129999999129,11
347,-0.10639399999990919,11
348,-0.07219099999991842,11
349,-0.06682899999992739,10
350,-0.1188629999999761,9
351,-0.0411569999999414,10
352,-0.09394199999996998,9
353,-0.099175999999943,12
354,-0.09675299999992139,12
355,-0.11346999999989292,11
356,-0.10980799999992992,10
357,-0.0784239999999272,10
358,-0.0944649999999001,16
359,-0.08194199999996951,14
360,-0.11299599999995279,15
361,-0.1123019999999996,14
362,-0.09936299999998248,13
363,-0.12091299999997311,14
364,-0.12409499999995431,13
365,-0.10717899999997367,13
366,-0.10774599999990639,12
367,-0.0685639999999239,12
368,-0.07798299999996061,15
369,-0.0282199999999761,14
370,-0.0896969999999441,13
371,-0.031979999999919,16
372,-0.09419399999995902,15
373,-0.0907369999999332,14
374,-0.029593999999974495,14
375,-0.0892029999999408,13
376,-0.0794299999999452,14
377,-0.016300000000000998,14
378,-0.0801979999999389,13
379,-0.0833179999999629,12
380,-0.08418399999999332,13
381,-0.0837679999999636,12
382,-0.027153999999939,12
383,-0.0846259999999006,11
384,-0.07675100000000151,14
385,-0.0795369999999024,16
386,-0.0838410000000067,14
387,-0.1010499999999865,15
388,-0.06844499999999691,14
389,-0.07967999999993933,12
390,-0.056445999999994,16
391,-0.065024999999963,20
392,-0.06131699999997401,18
393,-0.057750999999996104,18
394,-0.06793199999998471,18
395,-0.0654289999999946,16
396,-0.054670999999984794,16
397,-0.060820999999975804,14
398,-0.0176469999999255,14
399,-0.0792389999999727,13
400,-0.0084749999999758,13
401,-0.0684419999999477,12
402,-0.0127399999999511,12
403,-0.070690999999897,11
404,-0.0766209999999318,12
405,-0.013057999999944,12
406,-0.07251199999990372,11
407,-0.07125500000000781,14
408,-0.0625279999999861,13
409,-0.06492899999994961,12
410,-0.0705339999999523,12
411,-0.0457609999999135,16
412,-0.04384099999998619,15
413,-0.0475649999999632,14
414,-0.05007299999994071,18
415,-0.0506899999999177,16
416,-0.04945999999989681,16
417,-0.0389899999998988,16
418,-0.046167999999966,14
419,-0.0793879999999944,14
420,-0.1022569999999518,13
421,-0.0782149999999433,13
422,-0.1040939999999182,12
423,-0.0700669999999377,13
424,-0.0715139999999223,12
425,-0.1000859999999761,13
426,-0.07382699999993741,12
427,-0.09886299999993753,11
428,-0.07484199999993282,12
429,-0.0961479999999141,11
430,-0.0723269999999161,11
431,-0.0961219999999229,10
432,-0.05024799999995361,18
433,-0.0501629999999408,16
434,-0.0486209999999118,16
435,-0.04658000000000579,14
436,-0.0522119999999972,14
437,-0.11349299999994851,11
438,-0.10041799999993371,12
439,-0.12554599999992877,11
440,-0.1386839999998983,10
441,-0.13529299999999006,9
442,-0.101481999999919,11
443,-0.10793599999993829,12
444,-0.1264029999999252,11
445,-0.101336999999944,13
446,-0.09350999999992382,11
447,-0.1035409999998933,11
448,-0.1045899999999733,14
449,-0.127553999999975,13
450,-0.12485099999992139,12
451,-0.0929419999999368,12
452,-0.1158169999999358,10
453,-0.1374679999999557,12
454,-0.1361109999999143,11
455,-0.13285499999994949,10
456,-0.08039599999992221,16
457,-0.0713999999999828,14
458,-0.10204199999998298,13
459,-0.0741329999999322,16
460,-0.0956769999999664,13
461,-0.07344499999999239,14
462,-0.07430099999993443,16
463,-0.0933959999999842,13
464,-0.0697559999999839,14
465,-0.07326499999999209,14
466,-0.07718799999994981,18
467,-0.0750889999999344,16
468,-0.0705509999999094,16
469,-0.0711069999999836,14
470,-0.075222999999994,14
471,-0.07601599999992452,16
472,-0.068111999999985,14
473,-0.04761199999995821,18
474,-0.046203999999931904,16
475,-0.0335409999999853,17
476,-0.0426180000000044,14
477,-0.044414999999958085,12
478,-0.0328429999999286,16
479,-0.024563999999998,14
480,-0.0203419999999709,14
481,-0.0335109999999758,14
482,-0.029742999999996297,14
483,-0.015376999999944001,12
484,0.008678000000116901,8
485,-0.0408159999999213,7
486,-0.0849179999999023,6
487,0.0027640000000701006,12
488,-0.057715999999942307,11
489,-0.11599799999993358,10
490,-0.023032999999941205,8
491,-0.07032899999990151,7
492,-0.05561099999994211,8
493,-0.0317529999999237,11
494,-0.0883849999999029,10
495,-0.0435359999999604,12
496,-0.1033329999999068,11
497,-0.0662929999999164,11
498,-0.12476399999991371,10
499,-0.0558459999999172,10
500,-0.11119199999995992,9
501,-0.08071099999989421,11
502,-0.09063399999990901,12
503,-0.1156409999999255,11
504,-0.104757999999947,10
505,-0.030783999999925895,12
506,-0.0032619999999495995,12
507,-0.0637879999999313,11
508,-0.0551689999999212,12
509,-0.1055189999999584,12
510,-0.102098999999896,11
511,-0.0172259999999369,12
512,-0.07124499999994782,11
513,-0.0044779999999491,10
514,-0.0571089999999685,9
515,-0.0531109999999444,12
516,-0.0407969999999409,10
517,-0.0424129999999252,16
518,-0.0313999999999623,14
519,-0.020053999999959105,12
520,-0.0637949999999705,15
521,-0.038093000000003416,14
522,-0.0435319999999137,16
523,-0.024878999999998503,14
524,-0.069928999999945,15
525,-0.0325049999999293,16
526,-0.0945779999999558,15
527,-0.0802969999999163,14
528,-0.018258000000002897,14
529,-0.0773859999999899,13
530,-0.0195150000000126,14
531,-0.08057899999994331,13
532,-0.026022000000011702,14
533,-0.08760799999998882,13
534,-0.07986599999992451,16
535,-0.1053799999999682,15
536,-0.0983239999999909,14
537,-0.0691309999999703,14
538,-0.06537700000001219,14
539,-0.0737889999999765,14
540,-0.1019939999999905,13
541,-0.06978499999996751,13
542,-0.0939279999999485,12
543,-0.0667729999999551,20
544,-0.061034999999947104,18
545,-0.05384799999995941,18
546,-0.059338999999965794,18
547,-0.0565409999999815,16
548,-0.0471779999999739,16
549,-0.03927099999998511,16
550,-0.0553469999999833,16
551,-0.0161479999999301,14
552,-0.007123999999919302,12
553,-0.006676999999911,12
554,-0.07780999999997099,13
555,-0.0670459999999479,12
556,-0.06558699999993671,11
557,-0.0661269999999376,11
558,-0.0633629999999811,14
559,-0.05590599999993621,12
560,-0.0535329999999589,12
561,-0.083941999999979,13
562,-0.06928399999998192,13
563,-0.04962299999993999,18
564,-0.047779999999931905,16
565,-0.041928999999925,16
566,-0.0403959999999301,16
567,-0.030297999999959295,14
568,-0.0440249999999196,16
569,-0.0438249999999698,14
570,-0.036334000000010705,14
571,-0.0119259999999314,14
572,-0.007280999999920799,12
573,0.0034950000000434998,13
574,-0.07387699999995329,13
575,-0.0646679999999264,12
576,-0.0675589999999033,11
577,-0.0552549999999314,12
578,-0.052382999999963396,13
579,-0.0599219999999718,14
580,-0.052014999999982985,13
581,-0.0553799999999569,12
582,-0.0449559999999564,13
583,-0.08379599999994979,13
584,-0.07646699999992268,12
585,-0.0251399999999364,14
586,-0.0172489999999641,13
587,-0.017297999999925602,12
588,-0.047220999999950615,18
589,-0.04434699999990241,16
590,-0.034070999999983004,17
591,-0.038815999999940204,16
592,-0.0339879999999084,16
593,-0.0263179999999465,15
594,-0.0287629999999694,14
595,-0.041513999999949605,16
596,-0.0383959999999774,14
597,-0.0320659999999861,15
598,-0.0177669999999352,14
599,-0.07937999999995782,13
600,-0.009839999999968499,13
601,-0.0696249999999736,12
602,-0.013594999999952501,12
603,-0.07115199999992679,11
604,-0.0004549999999596,13
605,-0.0599599999999327,12
606,-0.013847999999939,12
607,-0.0741149999998924,11
608,-0.0665139999999837,14
609,-0.0717329999999378,13
610,-0.0596719999999777,13
611,-0.0602189999999609,12
612,-0.0486329999999384,13
613,-0.0620029999999474,12
614,-0.04167499999994101,16
615,-0.04125799999997071,15
616,-0.045061999999973,14
617,-0.0481939999999383,18
618,-0.04505799999992629,16
619,-0.0326009999999712,17
620,-0.05044499999991101,16
621,-0.036009999999976096,17
622,-0.024745999999936402,15
623,-0.03646699999990231,16
624,-0.0311409999999909,14
625,-0.0387670000000071,14
626,-0.07872800000001232,14
627,-0.0716719999999782,13
628,-0.0677959999999302,12
629,-0.07751999999999269,13
630,-0.1025869999999713,13
631,-0.09608399999996199,12
632,-0.0948959999998919,11
633,-0.09690499999993561,12
634,-0.0487049999999555,18
635,-0.0440539999999032,16
636,-0.0379839999999944,17
637,-0.04753599999992271,16
638,-0.0421209999999518,15
639,-0.0473089999999842,14
640,-0.030468999999925396,16
641,-0.0264040000000136,14
642,-0.0219229999999583,14
643,-0.016322999999943,13
644,-0.0316489999999589,14
645,-0.020271999999920305,12
646,-0.022543999999925197,14
647,-0.012242999999955298,12
648,-0.0490679999999201,16
649,-0.0391769999999951,14
650,-0.0433249999999816,14
651,-0.0056349999999270005,16
652,0.008316000000036102,14
653,-0.0072010000000091,14
654,0.0073270000000889,12
655,-0.0679269999999974,14
656,-0.0785159999999223,16
657,-0.0897089999999707,13
658,-0.08290299999995898,18
659,-0.0738869999998996,16
660,-0.06256999999999381,14
661,-0.0706189999999651,14
662,-0.028813999999925902,16
663,-0.0258569999999735,14
664,-0.0194809999999279,12
665,-0.027274999999917695,16
666,-0.0170569999999656,14
667,-0.026577999999972204,14
668,-0.014818999999931698,12
669,-0.0560149999999168,14
670,-0.0696509999999079,11
671,-0.047435999999976206,13
672,-0.0523209999999494,12
673,-0.060976999999923,16
674,-0.0499619999999936,14
675,-0.0545229999999605,14
676,-0.0411979999999516,12
677,-0.0629519999999956,14
678,-0.045804999999973,13
679,-0.050430999999946304,12
680,-0.0452219999999101,11
681,-0.0581769999999437,12
682,-0.056823999999892204,11
683,-0.0435359999999036,11
684,-0.04533499999996591,10
685,-0.04553899999990559,11
686,-0.0688949999999408,11
687,-0.0700499999999237,10
688,-0.0287049999999169,16
689,-0.026429000000007304,14
690,-0.021505999999988003,14
691,-0.0285839999999666,14
692,-0.0236109999999598,13
693,-0.0267989999999258,12
694,-0.0176779999999894,13
695,0.020130000000079903,14
696,0.0358890000000258,13
697,0.03380400000008871,12
698,0.0476830000000632,12
699,0.049642000000062504,11
700,0.0524970000000735,10
701,-0.027280999999931,16
702,-0.024834999999995902,14
703,-0.010950999999948799,15
704,-0.017136999999934205,14
705,-0.0172049999999899,13
706,-0.019937999999910895,12
707,0.018488000000076,14
708,0.025159000000030504,13
709,0.018728000000066903,12
710,0.0269400000000246,13
711,0.042503000000067404,12
712,0.0363270000000852,11
713,0.0318030000000817,10
714,0.004095000000035,13
715,-0.004637999999943,14
716,-0.0075319999999692,13
717,0.0150980000000231,13
718,0.0084450000000515,12
719,0.057464000000066996,12
720,0.061500000000052006,11
721,-0.09987899999993032,10
722,-0.0743629999999484,9
723,-0.0645289999999931,8
724,-0.07553799999999451,8
725,-0.044682999999963606,8
726,-0.10913399999992632,12
727,-0.08357699999993422,11
728,-0.09834899999992783,11
729,-0.0783379999999169,10
730,-0.10635899999994082,12
731,-0.09845499999994439,11
732,-0.0780639999999266,11
733,-0.0752709999998728,10
734,-0.126594999999952,11
735,-0.1019889999998895,10
736,-0.10946999999993062,12
737,-0.1262619999999401,11
738,-0.1044689999999377,11
739,-0.09813999999994388,10
740,-0.0818759999999088,11
741,-0.10025499999989052,10
742,-0.0591009999998846,10
743,-0.05686199999991,9
744,-0.1015249999999241,12
745,-0.09140999999993932,11
746,-0.11675099999990832,11
747,-0.1044089999999187,11
748,-0.08536399999997,10
749,-0.098483999999928,11
750,-0.09097799999995003,10
751,-0.0648479999999267,9
752,-0.0918979999999578,9
753,-0.0824049999999374,9
754,-0.0822029999999358,8
755,-0.0394289999999273,7
756,-0.107046999999909,11
757,-0.08627999999987421,10
758,-0.0955589999999801,10
759,-0.0822239999999396,9
760,-0.1020999999999503,11
761,-0.0981429999999363,10
762,-0.0734559999999078,10
763,-0.0731489999999439,9
764,-0.1292589999999904,10
765,-0.10963499999991198,9
766,-0.1106959999999048,11
767,-0.1303609999999366,10
768,-0.10489499999994222,10
769,-0.1014909999999531,9
770,-0.0840059999998743,10
771,-0.1052719999999567,9
772,-0.06029199999994711,9
773,-0.060113999999941804,8
774,-0.1434129999999527,9
775,-0.11925399999995531,8
776,-0.11285099999997782,8
777,-0.0911149999999452,7
778,-0.1098389999999085,7
779,-0.0650679999998828,6
780,-0.10629199999988251,10
781,-0.10013899999989909,10
782,-0.0985809999999105,9
783,-0.13016699999991477,9
784,-0.1119649999998841,10
785,-0.1287939999999139,9
786,-0.10429299999992729,9
787,-0.0981499999999755,8
788,-0.08355199999999739,9
789,-0.10081999999994194,8
790,-0.053430999999932206,7
791,-0.0345019999999749,14
792,-0.021344999999996603,14
793,-0.08197999999998722,13
794,-0.0698489999999765,14
795,-0.0519759999999109,16
796,-0.05741899999998159,18
797,-0.0431969999999068,16
798,-0.052396999999928,16
799,-0.1114519999999856,13
800,-0.057299999999997894,18
801,-0.0557779999999183,16
802,-0.04069899999990409,16
803,-0.0231699999998795,15
804,-0.0382889999999633,14
805,0.018055000000060703,10
806,-0.0205899999999701,14
807,-0.011184999999954901,12
808,-0.05576800000000041,18
809,-0.053170999999906605,16
810,-0.040634999999952,16
811,-0.0313779999999042,15
812,-0.033261999999979204,14
813,-0.0372069999999666,14
814,-0.0653639999999882,14
815,-0.0702939999999898,14
816,-0.0700389999999515,13
817,-0.069159999999897,16
818,-0.05832599999996539,14
819,-0.0387989999999263,16
820,-0.03351799999990131,15
821,-0.035040999999978305,14
822,-0.017653999999993095,14
823,-0.0046419999999898,13
824,-0.0080089999999586,12
825,-0.0057639999999423005,13
826,0.021611749999976802,7
827,-0.0278302500000222,6
828,-0.025438250000035998,7
829,-0.023676249999994004,10
830,-0.020010250000041096,9
831,-0.0326212500000338,11
832,-0.1319959999999014,16
833,-0.12421299999988371,15
834,-0.1282659999999396,15
835,-0.12083799999999201,14
836,-0.1274040000000127,14
837,-0.11849799999993128,13
838,-0.1293999999999755,15
839,-0.1294189999999844,14
840,-0.1544019999999477,13
841,-0.1235879999999838,14
842,-0.1472129999999651,13
843,-0.1427699999999276,12
844,-0.14981999999997692,15
845,-0.1429059999999822,14
846,-0.1430119999999419,13
847,-0.15210499999994911,13
848,-0.1434679999999275,12
849,-0.1257189999999468,14
850,-0.1205199999999422,13
851,-0.1248479999999858,13
852,-0.11836699999992101,12
853,-0.1257759999999734,13
854,-0.1541019999999662,12
855,-0.1434399999999414,11
856,-0.1474569999999744,12
857,-0.15349599999996139,12
858,-0.148136999999906,11
859,-0.12459499999994253,12
860,-0.15567399999991952,11
861,-0.1339399999999386,16
862,-0.128114999999866,15
863,-0.1312259999999696,15
864,-0.12679600000001298,14
865,-0.1310199999999781,14
866,-0.1442930000000046,14
867,-0.1479919999999879,13
868,-0.1536759999999617,13
869,-0.1468639999999368,12
870,-0.14223499999997102,13
871,-0.1447089999999775,13
872,-0.1281809999999268,14
873,-0.12444399999998261,13
874,-0.1278879999999844,13
875,-0.12367499999993473,12
876,-0.14535199999994566,12
877,-0.1500009999999179,12
878,-0.1446789999999396,11
879,-0.12642499999992654,12
880,-0.1478429999999093,11
881,-0.1355549999999539,13
882,-0.171165999999971,13
883,-0.16588599999994347,12
884,-0.133848999999941,13
885,-0.12739999999990909,12
886,-0.16391799999991,12
887,-0.15749899999991612,11
888,-0.1318089999999188,12
889,-0.1670839999999316,12
890,-0.16333199999991163,11
891,-0.1250939999999332,11
892,-0.160148999999933,11
893,-0.1552059999999642,10
894,-0.1302369999999086,11
895,-0.16500299999989923,11
896,-0.16188999999991432,10
897,-0.1274959999998941,11
898,-0.1224549999999453,10
899,-0.1521829999999226,9
900,-0.1219879999999307,16
901,-0.1184709999999427,15
902,-0.11765800000000581,14
903,-0.13797399999998558,15
904,-0.1384429999999383,14
905,-0.14068499999996223,13
906,-0.1326329999999416,11
907,-0.1485449999998991,11
908,-0.1399409999999079,10
909,-0.1529829999999492,12
910,-0.16177799999991294,11
911,-0.1374529999998799,11
912,-0.14854499999995593,10
913,-0.15732499999990063,9
914,-0.1611789999999473,11
915,-0.1277079999999273,12
916,-0.1287449999999239,11
917,-0.1228369999998904,11
918,-0.13865299999991973,11
919,-0.14258499999988314,10
920,-0.1686859999999228,12
921,-0.1715209999999274,11
922,-0.1626389999998991,11
923,-0.1768539999999347,11
924,-0.1826429999998708,10
925,-0.15310699999992036,11
926,-0.1552079999999591,10
927,-0.1453639999999154,10
928,-0.16299799999995912,10
929,-0.16779999999994283,9
930,-0.15102599999994476,15
931,-0.1526859999999033,14
932,-0.1519079999999348,14
933,-0.15175799999997247,13
934,-0.1553819999999746,13
935,-0.1542739999999298,14
936,-0.15944299999995332,13
937,-0.15175799999997247,13
938,-0.1588859999999954,13
939,-0.16670799999997143,12
940,-0.1548079999999458,14
941,-0.1551999999999793,13
942,-0.1622619999999415,12
943,-0.1583439999999427,12
944,-0.16497199999997736,13
945,-0.1759929999999485,12
946,-0.1622659999999314,12
947,-0.17313899999993507,12
948,-0.1877399999999056,11
949,-0.1543409999999312,13
950,-0.1574999999999136,12
951,-0.15327199999995852,12
952,-0.1640799999998989,11
953,-0.1556669999999371,11
954,-0.168553999999915,12
955,-0.1741249999998899,11
956,-0.1640799999998989,11
957,-0.17454499999990952,11
958,-0.18286599999987632,10
959,-0.1310569999999415,16
960,-0.1232429999998885,15
961,-0.1466379999999389,15
962,-0.1402119999999627,14
963,-0.1273999999999659,15
964,-0.1196219999999925,14
965,-0.13976099999996447,13
966,-0.1292639999999778,15
967,-0.1218259999999986,14
968,-0.13830199999995332,13
969,-0.12773699999996782,14
970,-0.11831399999994109,13
971,-0.1495769999999652,13
972,-0.1408969999999385,12
973,-0.12838099999999034,14
974,-0.1422319999999786,13
975,-0.1202799999999797,13
976,-0.1374049999999442,12
977,-0.12492399999996451,13
978,-0.1150629999999068,12
979,-0.1463799999999651,12
980,-0.13656299999991003,11
981,-0.1272579999999834,13
982,-0.1438089999999192,12
983,-0.1160889999999312,12
984,-0.12253599999991129,12
985,-0.1421719999999027,11
986,-0.129925999999898,16
987,-0.1263759999999365,15
988,-0.1254539999999906,14
989,-0.1200469999998858,15
990,-0.1168440000000146,14
991,-0.12339899999994941,14
992,-0.12338499999998472,13
993,-0.11426299999999401,13
994,-0.1206279999999537,12
995,-0.1233209999999189,16
996,-0.12149999999996898,15
997,-0.12127499999996871,14
998,-0.1385429999999701,15
999,-0.1440819999999689,13
1000,-0.1368629999999484,15
1001,-0.1331689999999525,13
1002,-0.16165999999998337,13
1003,-0.123141999999973,13
1004,-0.1536859999999364,12
1005,-0.0984399999998686,12
1006,-0.08469299999990189,11
1007,-0.1092279999999163,11
